accuracy,frequency,configuration,frequency_start,frequency_end
0.6625,4.5,1Hz width 11 channels,4,5
0.675,4.5,1Hz width 11 channels,4,5
0.625,4.5,1Hz width 11 channels,4,5
0.7125,4.5,1Hz width 11 channels,4,5
0.6375,4.5,1Hz width 11 channels,4,5
0.675,4.5,1Hz width 11 channels,4,5
0.65,4.5,1Hz width 11 channels,4,5
0.7,4.5,1Hz width 11 channels,4,5
0.625,4.5,1Hz width 11 channels,4,5
0.7,4.5,1Hz width 11 channels,4,5
0.6875,5.5,1Hz width 11 channels,5,6
0.725,5.5,1Hz width 11 channels,5,6
0.6125,5.5,1Hz width 11 channels,5,6
0.625,5.5,1Hz width 11 channels,5,6
0.6875,5.5,1Hz width 11 channels,5,6
0.7,5.5,1Hz width 11 channels,5,6
0.65,5.5,1Hz width 11 channels,5,6
0.725,5.5,1Hz width 11 channels,5,6
0.65,5.5,1Hz width 11 channels,5,6
0.675,5.5,1Hz width 11 channels,5,6
0.7125,6.5,1Hz width 11 channels,6,7
0.6875,6.5,1Hz width 11 channels,6,7
0.675,6.5,1Hz width 11 channels,6,7
0.65,6.5,1Hz width 11 channels,6,7
0.825,6.5,1Hz width 11 channels,6,7
0.675,6.5,1Hz width 11 channels,6,7
0.65,6.5,1Hz width 11 channels,6,7
0.725,6.5,1Hz width 11 channels,6,7
0.65,6.5,1Hz width 11 channels,6,7
0.7125,6.5,1Hz width 11 channels,6,7
0.6375,7.5,1Hz width 11 channels,7,8
0.55,7.5,1Hz width 11 channels,7,8
0.6,7.5,1Hz width 11 channels,7,8
0.625,7.5,1Hz width 11 channels,7,8
0.7,7.5,1Hz width 11 channels,7,8
0.55,7.5,1Hz width 11 channels,7,8
0.6125,7.5,1Hz width 11 channels,7,8
0.5875,7.5,1Hz width 11 channels,7,8
0.5875,7.5,1Hz width 11 channels,7,8
0.6625,7.5,1Hz width 11 channels,7,8
0.625,8.5,1Hz width 11 channels,8,9
0.6,8.5,1Hz width 11 channels,8,9
0.5375,8.5,1Hz width 11 channels,8,9
0.55,8.5,1Hz width 11 channels,8,9
0.6625,8.5,1Hz width 11 channels,8,9
0.5625,8.5,1Hz width 11 channels,8,9
0.6625,8.5,1Hz width 11 channels,8,9
0.5625,8.5,1Hz width 11 channels,8,9
0.6,8.5,1Hz width 11 channels,8,9
0.6,8.5,1Hz width 11 channels,8,9
0.75,9.5,1Hz width 11 channels,9,10
0.625,9.5,1Hz width 11 channels,9,10
0.6375,9.5,1Hz width 11 channels,9,10
0.725,9.5,1Hz width 11 channels,9,10
0.7625,9.5,1Hz width 11 channels,9,10
0.675,9.5,1Hz width 11 channels,9,10
0.7,9.5,1Hz width 11 channels,9,10
0.6625,9.5,1Hz width 11 channels,9,10
0.65,9.5,1Hz width 11 channels,9,10
0.625,9.5,1Hz width 11 channels,9,10
0.825,10.5,1Hz width 11 channels,10,11
0.8125,10.5,1Hz width 11 channels,10,11
0.8125,10.5,1Hz width 11 channels,10,11
0.7875,10.5,1Hz width 11 channels,10,11
0.7875,10.5,1Hz width 11 channels,10,11
0.725,10.5,1Hz width 11 channels,10,11
0.7875,10.5,1Hz width 11 channels,10,11
0.7875,10.5,1Hz width 11 channels,10,11
0.8,10.5,1Hz width 11 channels,10,11
0.7625,10.5,1Hz width 11 channels,10,11
0.7875,11.5,1Hz width 11 channels,11,12
0.85,11.5,1Hz width 11 channels,11,12
0.7625,11.5,1Hz width 11 channels,11,12
0.7625,11.5,1Hz width 11 channels,11,12
0.7375,11.5,1Hz width 11 channels,11,12
0.7875,11.5,1Hz width 11 channels,11,12
0.75,11.5,1Hz width 11 channels,11,12
0.8,11.5,1Hz width 11 channels,11,12
0.825,11.5,1Hz width 11 channels,11,12
0.7875,11.5,1Hz width 11 channels,11,12
0.675,12.5,1Hz width 11 channels,12,13
0.725,12.5,1Hz width 11 channels,12,13
0.675,12.5,1Hz width 11 channels,12,13
0.6125,12.5,1Hz width 11 channels,12,13
0.7875,12.5,1Hz width 11 channels,12,13
0.7,12.5,1Hz width 11 channels,12,13
0.7125,12.5,1Hz width 11 channels,12,13
0.75,12.5,1Hz width 11 channels,12,13
0.75,12.5,1Hz width 11 channels,12,13
0.7125,12.5,1Hz width 11 channels,12,13
0.675,13.5,1Hz width 11 channels,13,14
0.6,13.5,1Hz width 11 channels,13,14
0.625,13.5,1Hz width 11 channels,13,14
0.575,13.5,1Hz width 11 channels,13,14
0.7375,13.5,1Hz width 11 channels,13,14
0.7125,13.5,1Hz width 11 channels,13,14
0.5625,13.5,1Hz width 11 channels,13,14
0.625,13.5,1Hz width 11 channels,13,14
0.7,13.5,1Hz width 11 channels,13,14
0.6375,13.5,1Hz width 11 channels,13,14
0.5875,14.5,1Hz width 11 channels,14,15
0.625,14.5,1Hz width 11 channels,14,15
0.6375,14.5,1Hz width 11 channels,14,15
0.625,14.5,1Hz width 11 channels,14,15
0.6,14.5,1Hz width 11 channels,14,15
0.6625,14.5,1Hz width 11 channels,14,15
0.575,14.5,1Hz width 11 channels,14,15
0.575,14.5,1Hz width 11 channels,14,15
0.625,14.5,1Hz width 11 channels,14,15
0.55,14.5,1Hz width 11 channels,14,15
0.6,15.5,1Hz width 11 channels,15,16
0.6,15.5,1Hz width 11 channels,15,16
0.5,15.5,1Hz width 11 channels,15,16
0.5875,15.5,1Hz width 11 channels,15,16
