accuracy,frequency,configuration,frequency_start,frequency_end
0.48717948717948717,4.5,1Hz width 11 channels,4,5
0.4358974358974359,4.5,1Hz width 11 channels,4,5
0.5769230769230769,4.5,1Hz width 11 channels,4,5
0.47435897435897434,4.5,1Hz width 11 channels,4,5
0.48717948717948717,4.5,1Hz width 11 channels,4,5
0.5256410256410257,5.5,1Hz width 11 channels,5,6
0.47435897435897434,5.5,1Hz width 11 channels,5,6
0.48717948717948717,5.5,1Hz width 11 channels,5,6
0.41025641025641024,5.5,1Hz width 11 channels,5,6
0.48717948717948717,5.5,1Hz width 11 channels,5,6
0.5256410256410257,6.5,1Hz width 11 channels,6,7
0.47435897435897434,6.5,1Hz width 11 channels,6,7
0.5769230769230769,6.5,1Hz width 11 channels,6,7
0.5256410256410257,6.5,1Hz width 11 channels,6,7
0.5,6.5,1Hz width 11 channels,6,7
0.5128205128205128,7.5,1Hz width 11 channels,7,8
0.5256410256410257,7.5,1Hz width 11 channels,7,8
0.6025641025641025,7.5,1Hz width 11 channels,7,8
0.6025641025641025,7.5,1Hz width 11 channels,7,8
0.47435897435897434,7.5,1Hz width 11 channels,7,8
0.5769230769230769,8.5,1Hz width 11 channels,8,9
0.5384615384615384,8.5,1Hz width 11 channels,8,9
0.5897435897435898,8.5,1Hz width 11 channels,8,9
0.5769230769230769,8.5,1Hz width 11 channels,8,9
0.46153846153846156,8.5,1Hz width 11 channels,8,9
0.5769230769230769,9.5,1Hz width 11 channels,9,10
0.4230769230769231,9.5,1Hz width 11 channels,9,10
0.5256410256410257,9.5,1Hz width 11 channels,9,10
0.5384615384615384,9.5,1Hz width 11 channels,9,10
0.48717948717948717,9.5,1Hz width 11 channels,9,10
0.5897435897435898,10.5,1Hz width 11 channels,10,11
0.47435897435897434,10.5,1Hz width 11 channels,10,11
0.44871794871794873,10.5,1Hz width 11 channels,10,11
0.48717948717948717,10.5,1Hz width 11 channels,10,11
0.5897435897435898,10.5,1Hz width 11 channels,10,11
0.5512820512820513,11.5,1Hz width 11 channels,11,12
0.47435897435897434,11.5,1Hz width 11 channels,11,12
0.3717948717948718,11.5,1Hz width 11 channels,11,12
0.5128205128205128,11.5,1Hz width 11 channels,11,12
0.5,11.5,1Hz width 11 channels,11,12
0.5641025641025641,12.5,1Hz width 11 channels,12,13
0.44871794871794873,12.5,1Hz width 11 channels,12,13
0.5,12.5,1Hz width 11 channels,12,13
0.5384615384615384,12.5,1Hz width 11 channels,12,13
0.47435897435897434,12.5,1Hz width 11 channels,12,13
0.47435897435897434,13.5,1Hz width 11 channels,13,14
0.4358974358974359,13.5,1Hz width 11 channels,13,14
0.5128205128205128,13.5,1Hz width 11 channels,13,14
0.47435897435897434,13.5,1Hz width 11 channels,13,14
0.44871794871794873,13.5,1Hz width 11 channels,13,14
0.48717948717948717,14.5,1Hz width 11 channels,14,15
0.41025641025641024,14.5,1Hz width 11 channels,14,15
0.5128205128205128,14.5,1Hz width 11 channels,14,15
0.47435897435897434,14.5,1Hz width 11 channels,14,15
0.5,14.5,1Hz width 11 channels,14,15
0.3974358974358974,15.5,1Hz width 11 channels,15,16
0.3974358974358974,15.5,1Hz width 11 channels,15,16
0.47435897435897434,15.5,1Hz width 11 channels,15,16
0.47435897435897434,15.5,1Hz width 11 channels,15,16
0.41025641025641024,15.5,1Hz width 11 channels,15,16
0.5512820512820513,5.5,3Hz width 11 channels,4,7
0.5384615384615384,5.5,3Hz width 11 channels,4,7
0.5256410256410257,5.5,3Hz width 11 channels,4,7
0.46153846153846156,5.5,3Hz width 11 channels,4,7
0.5,5.5,3Hz width 11 channels,4,7
0.5384615384615384,7.5,3Hz width 11 channels,6,9
0.5128205128205128,7.5,3Hz width 11 channels,6,9
0.5641025641025641,7.5,3Hz width 11 channels,6,9
0.5384615384615384,7.5,3Hz width 11 channels,6,9
0.5256410256410257,7.5,3Hz width 11 channels,6,9
0.5769230769230769,9.5,3Hz width 11 channels,8,11
0.5256410256410257,9.5,3Hz width 11 channels,8,11
0.5256410256410257,9.5,3Hz width 11 channels,8,11
0.5641025641025641,9.5,3Hz width 11 channels,8,11
0.5641025641025641,9.5,3Hz width 11 channels,8,11
0.5384615384615384,11.5,3Hz width 11 channels,10,13
0.5128205128205128,11.5,3Hz width 11 channels,10,13
0.41025641025641024,11.5,3Hz width 11 channels,10,13
0.5256410256410257,11.5,3Hz width 11 channels,10,13
0.5384615384615384,11.5,3Hz width 11 channels,10,13
0.5384615384615384,13.5,3Hz width 11 channels,12,15
0.5,13.5,3Hz width 11 channels,12,15
0.4358974358974359,13.5,3Hz width 11 channels,12,15
0.44871794871794873,13.5,3Hz width 11 channels,12,15
0.5,13.5,3Hz width 11 channels,12,15
0.3974358974358974,15.5,3Hz width 11 channels,14,17
0.5128205128205128,15.5,3Hz width 11 channels,14,17
0.48717948717948717,15.5,3Hz width 11 channels,14,17
0.46153846153846156,15.5,3Hz width 11 channels,14,17
0.44871794871794873,15.5,3Hz width 11 channels,14,17
0.5256410256410257,7.0,6Hz width 11 channels,4,10
0.4358974358974359,7.0,6Hz width 11 channels,4,10
0.5128205128205128,7.0,6Hz width 11 channels,4,10
0.5128205128205128,7.0,6Hz width 11 channels,4,10
0.5256410256410257,7.0,6Hz width 11 channels,4,10
0.5128205128205128,11.0,6Hz width 11 channels,8,14
0.5897435897435898,11.0,6Hz width 11 channels,8,14
0.4358974358974359,11.0,6Hz width 11 channels,8,14
0.5641025641025641,11.0,6Hz width 11 channels,8,14
0.5512820512820513,11.0,6Hz width 11 channels,8,14
0.3974358974358974,15.0,6Hz width 11 channels,12,18
0.5384615384615384,15.0,6Hz width 11 channels,12,18
0.41025641025641024,15.0,6Hz width 11 channels,12,18
0.47435897435897434,15.0,6Hz width 11 channels,12,18
0.46153846153846156,15.0,6Hz width 11 channels,12,18
