accuracy,frequency,configuration,frequency_start,frequency_end
0.5194805194805194,4.5,1Hz width 11 channels,4,5
0.5844155844155844,4.5,1Hz width 11 channels,4,5
0.4805194805194805,4.5,1Hz width 11 channels,4,5
0.4935064935064935,4.5,1Hz width 11 channels,4,5
0.5064935064935064,4.5,1Hz width 11 channels,4,5
0.5064935064935064,4.5,1Hz width 11 channels,4,5
0.5064935064935064,4.5,1Hz width 11 channels,4,5
0.5584415584415584,4.5,1Hz width 11 channels,4,5
0.5324675324675324,4.5,1Hz width 11 channels,4,5
0.5324675324675324,4.5,1Hz width 11 channels,4,5
0.37662337662337664,5.5,1Hz width 11 channels,5,6
0.4675324675324675,5.5,1Hz width 11 channels,5,6
0.5844155844155844,5.5,1Hz width 11 channels,5,6
0.5324675324675324,5.5,1Hz width 11 channels,5,6
0.5324675324675324,5.5,1Hz width 11 channels,5,6
0.5714285714285714,5.5,1Hz width 11 channels,5,6
0.5194805194805194,5.5,1Hz width 11 channels,5,6
0.5324675324675324,5.5,1Hz width 11 channels,5,6
0.5974025974025974,5.5,1Hz width 11 channels,5,6
0.5584415584415584,5.5,1Hz width 11 channels,5,6
0.4805194805194805,6.5,1Hz width 11 channels,6,7
0.45454545454545453,6.5,1Hz width 11 channels,6,7
0.5454545454545454,6.5,1Hz width 11 channels,6,7
0.5194805194805194,6.5,1Hz width 11 channels,6,7
0.4675324675324675,6.5,1Hz width 11 channels,6,7
0.4935064935064935,6.5,1Hz width 11 channels,6,7
0.4025974025974026,6.5,1Hz width 11 channels,6,7
0.4675324675324675,6.5,1Hz width 11 channels,6,7
0.4155844155844156,6.5,1Hz width 11 channels,6,7
0.5454545454545454,6.5,1Hz width 11 channels,6,7
0.5194805194805194,7.5,1Hz width 11 channels,7,8
0.5194805194805194,7.5,1Hz width 11 channels,7,8
0.4935064935064935,7.5,1Hz width 11 channels,7,8
0.5194805194805194,7.5,1Hz width 11 channels,7,8
0.5974025974025974,7.5,1Hz width 11 channels,7,8
0.5844155844155844,7.5,1Hz width 11 channels,7,8
0.44155844155844154,7.5,1Hz width 11 channels,7,8
0.5064935064935064,7.5,1Hz width 11 channels,7,8
0.5194805194805194,7.5,1Hz width 11 channels,7,8
0.44155844155844154,7.5,1Hz width 11 channels,7,8
0.35064935064935066,8.5,1Hz width 11 channels,8,9
