accuracy,frequency,configuration,frequency_start,frequency_end
0.4625,4.5,1Hz width 11 channels,4,5
0.5625,4.5,1Hz width 11 channels,4,5
0.6,4.5,1Hz width 11 channels,4,5
0.4625,4.5,1Hz width 11 channels,4,5
0.5,4.5,1Hz width 11 channels,4,5
0.5375,4.5,1Hz width 11 channels,4,5
0.3625,4.5,1Hz width 11 channels,4,5
0.4875,4.5,1Hz width 11 channels,4,5
0.4625,4.5,1Hz width 11 channels,4,5
0.4875,4.5,1Hz width 11 channels,4,5
0.5125,5.5,1Hz width 11 channels,5,6
0.5125,5.5,1Hz width 11 channels,5,6
0.5625,5.5,1Hz width 11 channels,5,6
0.4,5.5,1Hz width 11 channels,5,6
0.6125,5.5,1Hz width 11 channels,5,6
0.475,5.5,1Hz width 11 channels,5,6
0.6,5.5,1Hz width 11 channels,5,6
0.4375,5.5,1Hz width 11 channels,5,6
0.4875,5.5,1Hz width 11 channels,5,6
0.4,5.5,1Hz width 11 channels,5,6
0.5125,6.5,1Hz width 11 channels,6,7
0.5375,6.5,1Hz width 11 channels,6,7
0.625,6.5,1Hz width 11 channels,6,7
0.4875,6.5,1Hz width 11 channels,6,7
0.5,6.5,1Hz width 11 channels,6,7
0.45,6.5,1Hz width 11 channels,6,7
0.4875,6.5,1Hz width 11 channels,6,7
0.4625,6.5,1Hz width 11 channels,6,7
0.5,6.5,1Hz width 11 channels,6,7
0.4375,6.5,1Hz width 11 channels,6,7
0.5125,7.5,1Hz width 11 channels,7,8
0.45,7.5,1Hz width 11 channels,7,8
0.575,7.5,1Hz width 11 channels,7,8
0.525,7.5,1Hz width 11 channels,7,8
0.425,7.5,1Hz width 11 channels,7,8
0.525,7.5,1Hz width 11 channels,7,8
0.5375,7.5,1Hz width 11 channels,7,8
0.4,7.5,1Hz width 11 channels,7,8
0.4375,7.5,1Hz width 11 channels,7,8
0.575,7.5,1Hz width 11 channels,7,8
0.4125,8.5,1Hz width 11 channels,8,9
0.5625,8.5,1Hz width 11 channels,8,9
0.575,8.5,1Hz width 11 channels,8,9
0.5125,8.5,1Hz width 11 channels,8,9
0.3375,8.5,1Hz width 11 channels,8,9
0.4875,8.5,1Hz width 11 channels,8,9
0.525,8.5,1Hz width 11 channels,8,9
0.475,8.5,1Hz width 11 channels,8,9
0.45,8.5,1Hz width 11 channels,8,9
0.35,8.5,1Hz width 11 channels,8,9
0.5375,9.5,1Hz width 11 channels,9,10
0.4375,9.5,1Hz width 11 channels,9,10
0.5,9.5,1Hz width 11 channels,9,10
0.4125,9.5,1Hz width 11 channels,9,10
0.4875,9.5,1Hz width 11 channels,9,10
0.5125,9.5,1Hz width 11 channels,9,10
0.4875,9.5,1Hz width 11 channels,9,10
0.5875,9.5,1Hz width 11 channels,9,10
0.4875,9.5,1Hz width 11 channels,9,10
0.4375,9.5,1Hz width 11 channels,9,10
0.4875,10.5,1Hz width 11 channels,10,11
0.475,10.5,1Hz width 11 channels,10,11
0.5625,10.5,1Hz width 11 channels,10,11
0.45,10.5,1Hz width 11 channels,10,11
0.5,10.5,1Hz width 11 channels,10,11
0.5125,10.5,1Hz width 11 channels,10,11
0.525,10.5,1Hz width 11 channels,10,11
0.5,10.5,1Hz width 11 channels,10,11
0.575,10.5,1Hz width 11 channels,10,11
0.5375,10.5,1Hz width 11 channels,10,11
0.5625,11.5,1Hz width 11 channels,11,12
0.5125,11.5,1Hz width 11 channels,11,12
0.525,11.5,1Hz width 11 channels,11,12
0.4875,11.5,1Hz width 11 channels,11,12
0.55,11.5,1Hz width 11 channels,11,12
0.5,11.5,1Hz width 11 channels,11,12
0.475,11.5,1Hz width 11 channels,11,12
0.55,11.5,1Hz width 11 channels,11,12
0.6125,11.5,1Hz width 11 channels,11,12
