accuracy,frequency,configuration,frequency_start,frequency_end
0.475,4.5,1Hz width 11 channels,4,5
0.6,4.5,1Hz width 11 channels,4,5
0.625,4.5,1Hz width 11 channels,4,5
0.5,4.5,1Hz width 11 channels,4,5
0.575,4.5,1Hz width 11 channels,4,5
0.55,4.5,1Hz width 11 channels,4,5
0.475,4.5,1Hz width 11 channels,4,5
0.5,4.5,1Hz width 11 channels,4,5
0.5125,4.5,1Hz width 11 channels,4,5
0.525,4.5,1Hz width 11 channels,4,5
0.475,5.5,1Hz width 11 channels,5,6
0.5875,5.5,1Hz width 11 channels,5,6
0.55,5.5,1Hz width 11 channels,5,6
0.4875,5.5,1Hz width 11 channels,5,6
0.475,5.5,1Hz width 11 channels,5,6
0.5125,5.5,1Hz width 11 channels,5,6
0.55,5.5,1Hz width 11 channels,5,6
0.4,5.5,1Hz width 11 channels,5,6
0.5375,5.5,1Hz width 11 channels,5,6
0.4875,5.5,1Hz width 11 channels,5,6
0.4625,6.5,1Hz width 11 channels,6,7
0.5125,6.5,1Hz width 11 channels,6,7
0.4125,6.5,1Hz width 11 channels,6,7
0.45,6.5,1Hz width 11 channels,6,7
0.5375,6.5,1Hz width 11 channels,6,7
0.4625,6.5,1Hz width 11 channels,6,7
0.475,6.5,1Hz width 11 channels,6,7
0.5625,6.5,1Hz width 11 channels,6,7
0.6125,6.5,1Hz width 11 channels,6,7
0.4125,6.5,1Hz width 11 channels,6,7
0.475,7.5,1Hz width 11 channels,7,8
0.575,7.5,1Hz width 11 channels,7,8
0.4875,7.5,1Hz width 11 channels,7,8
0.4625,7.5,1Hz width 11 channels,7,8
0.5375,7.5,1Hz width 11 channels,7,8
0.4875,7.5,1Hz width 11 channels,7,8
0.475,7.5,1Hz width 11 channels,7,8
0.5,7.5,1Hz width 11 channels,7,8
0.575,7.5,1Hz width 11 channels,7,8
0.4875,7.5,1Hz width 11 channels,7,8
0.4875,8.5,1Hz width 11 channels,8,9
0.475,8.5,1Hz width 11 channels,8,9
0.4875,8.5,1Hz width 11 channels,8,9
0.55,8.5,1Hz width 11 channels,8,9
0.475,8.5,1Hz width 11 channels,8,9
0.575,8.5,1Hz width 11 channels,8,9
0.5,8.5,1Hz width 11 channels,8,9
0.475,8.5,1Hz width 11 channels,8,9
0.55,8.5,1Hz width 11 channels,8,9
0.4375,8.5,1Hz width 11 channels,8,9
0.5125,9.5,1Hz width 11 channels,9,10
0.5375,9.5,1Hz width 11 channels,9,10
0.6,9.5,1Hz width 11 channels,9,10
0.475,9.5,1Hz width 11 channels,9,10
0.6125,9.5,1Hz width 11 channels,9,10
0.475,9.5,1Hz width 11 channels,9,10
0.55,9.5,1Hz width 11 channels,9,10
0.55,9.5,1Hz width 11 channels,9,10
0.55,9.5,1Hz width 11 channels,9,10
0.475,9.5,1Hz width 11 channels,9,10
0.4875,10.5,1Hz width 11 channels,10,11
0.5,10.5,1Hz width 11 channels,10,11
0.6375,10.5,1Hz width 11 channels,10,11
0.5375,10.5,1Hz width 11 channels,10,11
0.4625,10.5,1Hz width 11 channels,10,11
0.5375,10.5,1Hz width 11 channels,10,11
0.525,10.5,1Hz width 11 channels,10,11
0.5875,10.5,1Hz width 11 channels,10,11
0.5625,10.5,1Hz width 11 channels,10,11
0.5375,10.5,1Hz width 11 channels,10,11
0.5,11.5,1Hz width 11 channels,11,12
0.45,11.5,1Hz width 11 channels,11,12
0.5875,11.5,1Hz width 11 channels,11,12
0.55,11.5,1Hz width 11 channels,11,12
0.55,11.5,1Hz width 11 channels,11,12
0.4875,11.5,1Hz width 11 channels,11,12
0.625,11.5,1Hz width 11 channels,11,12
0.575,11.5,1Hz width 11 channels,11,12
0.5375,11.5,1Hz width 11 channels,11,12
0.475,11.5,1Hz width 11 channels,11,12
0.6125,12.5,1Hz width 11 channels,12,13
0.5125,12.5,1Hz width 11 channels,12,13
0.6,12.5,1Hz width 11 channels,12,13
0.45,12.5,1Hz width 11 channels,12,13
