accuracy,frequency,configuration,frequency_start,frequency_end
0.5428571428571428,4.5,1Hz width 11 channels,4,5
0.4142857142857143,4.5,1Hz width 11 channels,4,5
0.5428571428571428,4.5,1Hz width 11 channels,4,5
0.5285714285714286,4.5,1Hz width 11 channels,4,5
0.5,4.5,1Hz width 11 channels,4,5
0.4,4.5,1Hz width 11 channels,4,5
0.4142857142857143,4.5,1Hz width 11 channels,4,5
0.38571428571428573,4.5,1Hz width 11 channels,4,5
0.4714285714285714,4.5,1Hz width 11 channels,4,5
0.5714285714285714,4.5,1Hz width 11 channels,4,5
0.5714285714285714,5.5,1Hz width 11 channels,5,6
0.4714285714285714,5.5,1Hz width 11 channels,5,6
0.35714285714285715,5.5,1Hz width 11 channels,5,6
0.44285714285714284,5.5,1Hz width 11 channels,5,6
0.45714285714285713,5.5,1Hz width 11 channels,5,6
0.5,5.5,1Hz width 11 channels,5,6
0.44285714285714284,5.5,1Hz width 11 channels,5,6
0.5,5.5,1Hz width 11 channels,5,6
0.4714285714285714,5.5,1Hz width 11 channels,5,6
0.5571428571428572,5.5,1Hz width 11 channels,5,6
0.6,6.5,1Hz width 11 channels,6,7
0.42857142857142855,6.5,1Hz width 11 channels,6,7
0.5285714285714286,6.5,1Hz width 11 channels,6,7
0.5142857142857142,6.5,1Hz width 11 channels,6,7
0.5714285714285714,6.5,1Hz width 11 channels,6,7
0.4857142857142857,6.5,1Hz width 11 channels,6,7
0.6,6.5,1Hz width 11 channels,6,7
0.5285714285714286,6.5,1Hz width 11 channels,6,7
0.5142857142857142,6.5,1Hz width 11 channels,6,7
0.5857142857142857,6.5,1Hz width 11 channels,6,7
0.5857142857142857,7.5,1Hz width 11 channels,7,8
0.5857142857142857,7.5,1Hz width 11 channels,7,8
0.5428571428571428,7.5,1Hz width 11 channels,7,8
0.4857142857142857,7.5,1Hz width 11 channels,7,8
0.5,7.5,1Hz width 11 channels,7,8
0.5571428571428572,7.5,1Hz width 11 channels,7,8
0.5714285714285714,7.5,1Hz width 11 channels,7,8
0.6571428571428571,7.5,1Hz width 11 channels,7,8
0.5428571428571428,7.5,1Hz width 11 channels,7,8
0.5714285714285714,7.5,1Hz width 11 channels,7,8
0.45714285714285713,8.5,1Hz width 11 channels,8,9
0.5571428571428572,8.5,1Hz width 11 channels,8,9
0.5857142857142857,8.5,1Hz width 11 channels,8,9
0.6571428571428571,8.5,1Hz width 11 channels,8,9
0.5428571428571428,8.5,1Hz width 11 channels,8,9
0.5571428571428572,8.5,1Hz width 11 channels,8,9
0.5142857142857142,8.5,1Hz width 11 channels,8,9
0.6571428571428571,8.5,1Hz width 11 channels,8,9
0.5428571428571428,8.5,1Hz width 11 channels,8,9
0.5142857142857142,8.5,1Hz width 11 channels,8,9
0.5714285714285714,9.5,1Hz width 11 channels,9,10
0.6142857142857143,9.5,1Hz width 11 channels,9,10
0.5857142857142857,9.5,1Hz width 11 channels,9,10
0.6142857142857143,9.5,1Hz width 11 channels,9,10
0.5857142857142857,9.5,1Hz width 11 channels,9,10
0.5142857142857142,9.5,1Hz width 11 channels,9,10
0.6142857142857143,9.5,1Hz width 11 channels,9,10
0.5571428571428572,9.5,1Hz width 11 channels,9,10
0.5428571428571428,9.5,1Hz width 11 channels,9,10
0.6428571428571429,9.5,1Hz width 11 channels,9,10
0.5714285714285714,10.5,1Hz width 11 channels,10,11
0.6571428571428571,10.5,1Hz width 11 channels,10,11
0.6285714285714286,10.5,1Hz width 11 channels,10,11
0.6571428571428571,10.5,1Hz width 11 channels,10,11
0.5428571428571428,10.5,1Hz width 11 channels,10,11
0.6142857142857143,10.5,1Hz width 11 channels,10,11
0.6142857142857143,10.5,1Hz width 11 channels,10,11
0.5714285714285714,10.5,1Hz width 11 channels,10,11
0.5428571428571428,10.5,1Hz width 11 channels,10,11
0.5857142857142857,10.5,1Hz width 11 channels,10,11
0.5714285714285714,11.5,1Hz width 11 channels,11,12
0.6,11.5,1Hz width 11 channels,11,12
0.6285714285714286,11.5,1Hz width 11 channels,11,12
0.6571428571428571,11.5,1Hz width 11 channels,11,12
0.5142857142857142,11.5,1Hz width 11 channels,11,12
0.7142857142857143,11.5,1Hz width 11 channels,11,12
0.7,11.5,1Hz width 11 channels,11,12
0.6428571428571429,11.5,1Hz width 11 channels,11,12
0.6,11.5,1Hz width 11 channels,11,12
0.6285714285714286,11.5,1Hz width 11 channels,11,12
0.5571428571428572,12.5,1Hz width 11 channels,12,13
0.5428571428571428,12.5,1Hz width 11 channels,12,13
0.5,12.5,1Hz width 11 channels,12,13
0.45714285714285713,12.5,1Hz width 11 channels,12,13
0.5428571428571428,12.5,1Hz width 11 channels,12,13
0.6,12.5,1Hz width 11 channels,12,13
0.6142857142857143,12.5,1Hz width 11 channels,12,13
0.5142857142857142,12.5,1Hz width 11 channels,12,13
0.6,12.5,1Hz width 11 channels,12,13
0.5428571428571428,12.5,1Hz width 11 channels,12,13
0.4857142857142857,13.5,1Hz width 11 channels,13,14
0.6285714285714286,13.5,1Hz width 11 channels,13,14
0.38571428571428573,13.5,1Hz width 11 channels,13,14
0.5,13.5,1Hz width 11 channels,13,14
0.4857142857142857,13.5,1Hz width 11 channels,13,14
0.4857142857142857,13.5,1Hz width 11 channels,13,14
0.5428571428571428,13.5,1Hz width 11 channels,13,14
0.5714285714285714,13.5,1Hz width 11 channels,13,14
0.5142857142857142,13.5,1Hz width 11 channels,13,14
0.6,13.5,1Hz width 11 channels,13,14
0.5857142857142857,14.5,1Hz width 11 channels,14,15
0.5285714285714286,14.5,1Hz width 11 channels,14,15
